Name	Kind	Camp	Series	HeadImage	ClientOnly	CorpseIdx	DeathFrame	WalkFrame	RunFrame	HurtFrame	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	StandFrame	StandFrame1	Stature	Treasure	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	FireResistMax	ColdResistMax	LightingResistMax	PoisonResistMax	PhycicsResistMax	ActiveRadius	VisionRadius	DropRateFile	AIMaxTime	HitRecover	ReviveFrame	ArmorType	HelmType	WeaponType	HorseType	RideHorse	ActionScript	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	LifeReplenish	Defense	MinDamage	MaxDamage	AttackRating	RedLum	GreenLum	BlueLum	FireResist	ColdResist	LightingResist	PoisonResist	PhycicsResist	ten	ExpParam1	ExpParam2	ExpParam3	LifeParam1	LifeParam2	LifeParam3	ARParam1	ARParam2	ARParam3	NpcResType	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3
青年男子5	3	6	0												24	36	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子5										passerby119
青年男子6	3	6	0												30	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子6										passerby120
青年男子7	3	6	0												26	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子7										passerby121
青年男子8	3	6	0												22	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子8										passerby122
青年男子9	3	6	0												26	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子9										passerby123
青年男子10	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子10										passerby124
青年男子11	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子11										passerby125
青年男子13	3	6	0												45	48	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子13										passerby127
青年男子14	3	6	0												46	52	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子14										passerby128
青年男子15	3	6	0												47	33	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子15										passerby129
青年男子16	3	6	0												8	40	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子16										passerby130
青年男子17	3	6	0												49	48	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子17										passerby131
青年男子18	3	6	0												45	58	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年男子18										passerby132
青年女子1	3	6	0												29	26	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子1										passerby133
青年女子2	3	6	0												30	38	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子2										passerby134
青年女子3	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子3										passerby135
青年女子4	3	6	0												22	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子4										passerby136
青年女子5	3	6	0												26	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子5										passerby137
青年女子6	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子6										passerby138
青年女子7	3	6	0												22	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子7										passerby139
青年女子8	3	6	0												30	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子8										passerby140
青年女子9	3	6	0												22	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子9										passerby141
青年女子10	3	6	0												22	26	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子10										passerby142
青年女子12	3	6	0												22	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子12										passerby144
青年女子13	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子13										passerby145
青年女子14	3	6	0												22	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子14										passerby146
青年女子15	3	6	0												30	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子15										passerby147
青年女子16	3	6	0												27	33	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子16										passerby148
青年女子17	3	6	0												39	54	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子17										passerby149
青年女子18	3	6	0												30	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子18										passerby150
青年女子19	3	6	0												17	33	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子19										passerby151
青年女子20	3	6	0												17	57	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子20										passerby152
青年女子21	3	6	0												17	59	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子21										passerby153
青年女子22	3	6	0												26	37	100																350	\Settings\DropRate.ini				0	0	0	0	0																							青年女子22										passerby154
书生1	3	6	0												25	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																							书生1										passerby157
书生3	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							书生3										passerby159
小男孩1	3	6	0												22	31	100																350	\Settings\DropRate.ini				0	0	0	0	0																							小男孩1										passerby163
小男孩2	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							小男孩2										passerby164
小女孩1	3	6	0												34	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																							小女孩1										passerby165
小女孩3	3	6	0												19	20	100																350	\Settings\DropRate.ini				0	0	0	0	0																							小女孩3										passerby167
小女孩4	3	6	0												22	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							小女孩4										passerby168
中年男子1	3	6	0												21	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子1										passerby169
中年男子2	3	6	0												28	26	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子2										passerby170
中年男子3	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子3										passerby171
中年男子4	3	6	0												30	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子4										passerby172
中年男子5	3	6	0												22	24	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子5										passerby173
中年男子6	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子6										passerby174
中年男子7	3	6	0												47	69	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子7										passerby175
中年男子8	3	6	0												30	33	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子8										passerby176
中年男子9	3	6	0												30	33	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子9										passerby177
中年男子10	3	6	0												53	54	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子10										passerby178
中年男子11	3	6	0												36	35	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子11										passerby179
中年男子12	3	6	0												14	46	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子12										passerby180
中年男子13	3	6	0												30	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子13										passerby181
中年男子14	3	6	0												45	46	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子14										passerby182
中年男子15	3	6	0												38	52	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子15										passerby183
中年男子16	3	6	0												35	34	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年男子16										passerby184
中年女子1	3	6	0												21	28	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年女子1										passerby185
中年女子2	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年女子2										passerby186
中年女子3	3	6	0												22	30	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年女子3										passerby187
中年女子4	3	6	0												22	32	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年女子4										passerby188
中年女子5	3	6	0												58	58	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年女子5										passerby189
中年女子6	3	6	0												51	65	100																350	\Settings\DropRate.ini				0	0	0	0	0																							中年女子6										passerby190
铁匠老板四	3	6	0												24	24	100																	\Settings\DropRate.ini				0	0	0	0	0																							铁匠老板四										passerby004_4
铁匠学徒乙四	3	6	0												22	22	100																	\Settings\DropRate.ini				0	0	0	0	0																							铁匠学徒乙四										passerby006_4
药店老板一	3	6	0												30	30	100																	\Settings\DropRate.ini				0	0	0	0	0																							药店老板一										passerby007_1
宠物老板娘四	3	6	0												22	22	100																	\Settings\DropRate.ini				0	0	0	0	0																							宠物老板娘四										passerby011_4
钱庄老板四	3	6	0												19	19	100																	\Settings\DropRate.ini				0	0	0	0	0																							钱庄老板四										passerby036_4
马贩子甲四	3	6	0												38	38	100																	\Settings\DropRate.ini				0	0	0	0	0																							马贩子甲四										passerby037_4
Giu Ngua乙四	3	6	0												30	30	100																	\Settings\DropRate.ini				0	0	0	0	0																							车夫乙四										passerby040_4
船夫甲一	3	6	0												26	26	100																	\Settings\DropRate.ini				0	0	0	0	0																							船夫甲一										passerby043_1
船夫乙一	3	6	0												20	20	100																	\Settings\DropRate.ini				0	0	0	0	0																							船夫乙一										passerby044_1
船夫丙一	3	6	0												34	34	100																	\Settings\DropRate.ini				0	0	0	0	0																							船夫丙一										passerby045_1
太监甲一	3	6	0												30	30	100																	\Settings\DropRate.ini				0	0	0	0	0																							太监甲一										passerby059_1
瓷器摊四	3	6	0												32	32	100																	\Settings\DropRate.ini				0	0	0	0	0																							瓷器摊四										passerby067_4
瓷器摊五	3	6	0												32	32	100																	\Settings\DropRate.ini				0	0	0	0	0																							瓷器摊五										passerby067_5									
瓷器摊六	3	6	0												32	32	100																	\Settings\DropRate.ini				0	0	0	0	0																							瓷器摊六										passerby067_6									
鲜果摊四	3	6	0												32	32	100																	\Settings\DropRate.ini				0	0	0	0	0																							鲜果摊四										passerby068_4									
鲜果摊五	3	6	0												32	32	100																	\Settings\DropRate.ini				0	0	0	0	0																							鲜果摊五										passerby068_5									
鲜果摊六	3	6	0												32	32	100																	\Settings\DropRate.ini				0	0	0	0	0																							鲜果摊六										passerby068_6									
算命先生四	3	6	0												34	34	100																	\Settings\DropRate.ini				0	0	0	0	0																							算命先生四										passerby072_4									
小杂货摊四	3	6	0												36	36	100																	\Settings\DropRate.ini				0	0	0	0	0																							小杂货摊四										passerby074_4									
小杂货摊五	3	6	0												36	36	100																	\Settings\DropRate.ini				0	0	0	0	0																							小杂货摊五										passerby074_5									
小杂货摊六	3	6	0												36	36	100																	\Settings\DropRate.ini				0	0	0	0	0																							小杂货摊六										passerby074_6									
猪肉摊四	3	6	0												38	38	100																	\Settings\DropRate.ini				0	0	0	0	0																							猪肉摊四										passerby075_4									
鱼虾摊四	3	6	0												16	16	100																	\Settings\DropRate.ini				0	0	0	0	0																							鱼虾摊四										passerby076_4									
独孤雯	3	6	0												30	33	100																	\Settings\DropRate.ini				0	0	0	0	0																							独孤雯	8	2.5	700	60	5	10	60	6	10	enemy115									
战斗和尚	0	5	0			265	24	20	20	12	6	6	25	25	20	32	100	1	3	5	10	40	72	95	0	0	85	85	85	85	85	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0	行龙不雨	1|0.15	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				2|0.2	5|0.5	5|0.5	10|0.8	5|0.5	战斗和尚	8	2.5	700	60	5	10	60	6	10	enemy176	50	4	10	5	1	10	5	1	10
战斗尼姑	0	5	0			266	26	20	20	12	6	6	25	25	20	26	100	1	3	10	5	70	50	60	0	0	85	85	85	85	85	1000	400	\Settings\DropRate.ini		50	3600	0	0	0	0	0		天王战意	1|0	不灭不绝	1|0.18	短兵物理攻击	1|0	短兵物理攻击	1|0	3	50|4	5|1	5|1	60|6				5|0.8	3|0.3	0|0.1	3|0.3	3|0.3	战斗尼姑	8	2.5	700	60	5	10	60	6	10	enemy177	50	4	10	5	1	10	5	1	10
练功木桩	0	5	0			304	14	20	20	14	0	0	1	1	20	20	100	0	2	0	0	0	0	0	0	0	0|0	0|0	0|0	0|0	0|0	0	350	\Settings\DropRate.ini		4	0	0	0	0	0	0										0	0	0	0	0				0|0	0|0	0|0	0|0	0|0	练功木桩	1	0	700	1	0	10	0	0	10	enemy178	0	0	10	0	0	10	0	0	10
练功木人	0	5	0			305	8	20	20	8	0	0	1	1	20	20	100	0	2	0	0	0	0	0	0	0	0|0	0|0	0|0	0|0	0|0	0	350	\Settings\DropRate.ini		4	0	0	0	0	0	0										0	0	0	0	0				0|0	0|0	0|0	0|0	0|0	练功木人	1	0	700	1	0	10	0	0	10	enemy179	0	0	10	0	0	10	0	0	10
练功沙袋	0	5	0			306	20	20	20	20	0	0	1	1	20	20	100	0	2	0	0	0	0	0	0	0	0|0	0|0	0|0	0|0	0|0	0	350	\Settings\DropRate.ini		4	0	0	0	0	0	0										0	0	0	0	0				0|0	0|0	0|0	0|0	0|0	练功沙袋	1	0	700	1	0	10	0	0	10	enemy180	0	0	10	0	0	10	0	0	10
母猪	5	0	0		1						0	0			36	36		0														0		\Settings\DropRate.ini				0	0	0	0	0																							母猪										critter001									
猪仔	5	0	0		1						0	0			32	36		0														0		\Settings\DropRate.ini				0	0	0	0	0																							猪仔										critter002									
公鸡	5	0	0		1			20	20		2	2			24	36		0	15	200	20	16	8	0	0	0						1000		\Settings\DropRate.ini				0	0	0	0	0																							公鸡										critter003									
母鸡	5	0	0		1			20	20		2	2			24	36		0	15	200	20	16	8	0	0	0						1000		\Settings\DropRate.ini				0	0	0	0	0																							母鸡										critter004									
鸡仔	5	0	0		1			16	16		2	2			18	18		0	15	200	20	16	8	0	0	0						1000		\Settings\DropRate.ini				0	0	0	0	0																							鸡仔										critter005									
黄牛	5	0	0		1						0	0			28	33		0														0		\Settings\DropRate.ini				0	0	0	0	0																							黄牛										critter006									
水牛	5	0	0		1						0	0			30	33		0														0		\Settings\DropRate.ini				0	0	0	0	0																							水牛										critter007									
红马	5	0	0		1						0	0			26	26		0														0		\Settings\DropRate.ini				0	0	0	0	0																							红马										critter008									
白马	5	0	0		1						0	0			26	26		0														0		\Settings\DropRate.ini				0	0	0	0	0																							白马										critter009									
黑马	5	0	0		1						0	0			26	26		0														0		\Settings\DropRate.ini				0	0	0	0	0																							黑马										critter010									
毛驴	5	0	0		1						0	0			26	26		0														0		\Settings\DropRate.ini				0	0	0	0	0																							毛驴										critter011									
黑狗1	5	0	0		1						0	0			28	25		0														0		\Settings\DropRate.ini				0	0	0	0	0																							黑狗1										critter012									
黑狗2	5	0	0		1			18	18		3	3			24	28		0	15	300	30	16	8	0	0	200						1000		\Settings\DropRate.ini				0	0	0	0	0																							黑狗2										critter013									
黄狗1	5	0	0		1						0	0			20	25		0														0		\Settings\DropRate.ini				0	0	0	0	0																							黄狗1										critter014									
黄狗2	5	0	0		1			18	18		3	3			24	28		0	15	300	30	16	8	0	0	200						1000		\Settings\DropRate.ini				0	0	0	0	0																							黄狗2										critter015									
兔子	5	0	0		1			8	8		6	6			20	25		0	16	120	12	6	2	0	0	300						2000		\Settings\DropRate.ini				0	0	0	0	0																							兔子										critter016
老鼠	5	0	0		1			6	6		5	5			6	6		0	14	100	10	3	1	0	0	400						3000		\Settings\DropRate.ini				0	0	0	0	0																							老鼠										critter017
蜻蜓1	4	0	0		1			1	1		7	7			1	1		0	12	180	20	4	1	0	0	0						3000		\Settings\DropRate.ini				0	0	0	0	0																							蜻蜓1										critter018
蜻蜓2	4	0	0		1			1	1		7	7			1	1		0	12	160	30	5	1	0	0	0						3000		\Settings\DropRate.ini				0	0	0	0	0																							蜻蜓2										critter019
蜻蜓3	4	0	0		1			1	1		7	7			1	1		0	12	190	25	4	2	0	0	0						3000		\Settings\DropRate.ini				0	0	0	0	0																							蜻蜓3										critter020
蝴蝶1	4	0	0		1			3	3		5	5			3	3		0	17	110	25	6	2	0	0	0						3000		\Settings\DropRate.ini				0	0	0	0	0																							蝴蝶1										critter021
蝴蝶2	4	0	0		1			3	3		5	5			3	3		0	17	120	30	6	2	0	0	0						3000		\Settings\DropRate.ini				0	0	0	0	0																							蝴蝶2										critter022
蝴蝶3	4	0	0		1			4	4		5	5			4	4		0	17	115	25	6	2	0	0	0						3000		\Settings\DropRate.ini				0	0	0	0	0																							蝴蝶3										critter023
麻雀	4	0	0		1			8	8		8	8			8	8		0	11	280	28	4	1	0	0	0						3000		\Settings\DropRate.ini				0	0	0	0	0																							麻雀										critter024
喜鹊	4	0	0		1			10	10		8	8			10	10		0	11	320	32	4	2	0	0	0						3000		\Settings\DropRate.ini				0	0	0	0	0																							喜鹊										critter025
乌鸦	4	0	0		1			12	12		8	8			12	12		0	11	400	40	3	1	0	0	0						3000		\Settings\DropRate.ini				0	0	0	0	0																							乌鸦										critter026
青蛙	5	0	0		1			12	12		4	4			12	12		0	16	60	10	6	2	0	0	200						3000		\Settings\DropRate.ini				0	0	0	0	0																							青蛙										critter027
青鱼	5	0	0		1			12	12		3	3			12	12		0	13	45	10	5	2	0	0	0						100		\Settings\DropRate.ini				0	0	0	0	0																							青鱼										critter028
鲤鱼	5	0	0		1			12	12		3	3			16	16		0	13	45	10	5	2	0	0	0						100		\Settings\DropRate.ini				0	0	0	0	0																							鲤鱼										critter029
萤火虫	4	0	0		1			122	122						122	122		0																				0	0	0	0	0																							萤火虫										critter030
